Canal,Nome vídeo,Data
Curso em Vídeo, Curso Python #15 - Interrompendo repetições while,2021-04-08T19:13:17.022Z
Cursos Kane Chan, Estrutura de Repetição While em Python,2021-04-08T19:05:15.804Z
Curso em Vídeo, Curso Python #014 - Estrutura de repetição while,2021-04-08T18:32:17.411Z
Solyd Offensive Security, Aula 13 - API Lista de Filmes - Python Básico Solyd,2021-04-07T16:22:08.212Z
Curso em Vídeo, Git Branches de forma fácil e com exemplo - Curso de Git e GitHub,2021-04-07T12:13:34.631Z
Programação Dinâmica, RASPAGEM DE DADOS com Python É ILEGAL? Como saber se é permitido extrair dados de um site,2021-04-07T11:50:58.642Z
Meteoro Brasil, CIRO GOMES SUGERE QUE LULA CONCORRA COMO VICE,2021-04-07T00:48:08.295Z
Meteoro Brasil, EMOJI DE CHORO SE TORNA O MAIS USADO DO MUNDO,2021-04-05T03:31:48.724Z
Meteoro Brasil, A HISTÓRIA DO DOMINGÃO DO FAUSTÃO,2021-04-05T03:17:29.428Z
Meteoro Brasil," LIBERADAS AS AGLOMERAÇÕES EM IGREJAS, MALAFAIA COMEMORA",2021-04-05T03:05:08.200Z
Meteoro Brasil," FAKE NEWS SOBRE MARIELLE COMEÇARAM NO INSTANTE DO ASSASSINATO, DIZ FREIXO",2021-04-05T02:51:12.612Z
Metaforando, Gamer Assassinada: Um caso de Psicopatia? (Casos de Linguagem Corporal - Metaforando).,2021-04-05T01:46:09.208Z
Metaforando, Caso Henry: 3 Formas de Detectar Mentiras (Linguagem Corporal - Metaforando),2021-04-05T00:57:22.572Z
Botas Vento, Por quê calçados descolam? Motivo 1- HIDRÓLISE,2021-04-04T22:47:14.286Z
Falando Grego, Quando usar cola PVC ou cola de SAPATEIRO  [COLA FORTE OU PVC],2021-04-04T22:41:23.427Z
fabricando calçados, Curso de Rasteirinhas 2021 - Com Pouco Dinheiro - KIT ECONÔMICO.,2021-04-04T22:39:55.872Z
fabricando calçados, Como colar o solado de tênis para não descolar com facilidade,2021-04-04T22:39:25.299Z
Adilson vídeos, Cola pra   colar seu tênis  PRA NUNCA MAIS DESCOLAR,2021-04-04T22:38:49.573Z
fabricando calçados, Cola Pvc No Tênis,2021-04-04T22:35:09.932Z
Space Rails, Como funciona uma requisição HTTP?,2021-04-04T22:28:19.858Z
Solyd Offensive Security, Aula 13 - API Lista de Filmes - Python Básico Solyd,2021-04-04T21:17:57.584Z
Filipe Deschamps, Como Fazer Uma API (o jeito mais fácil e moderno que eu já vi),2021-04-04T21:12:50.297Z
Dev Aprender, Python Classes e Métodos - Em Menos de 10 Minutos [FÁCIL],2021-04-04T21:11:18.617Z
Curso em Vídeo, Mundo 02 - Curso de Python - Dicas e Regras,2021-04-04T21:09:13.396Z
Curso em Vídeo, Curso Python #23 - Tratamento de Erros e Exceções,2021-04-04T20:34:35.531Z
Solyd Offensive Security, Aula 12 - Requisições Web - Python Básico Solyd,2021-04-04T13:17:10.874Z
Victor Lima - Guia do Programador, Arquitetura MVC - Aprenda Django #02,2021-04-04T12:25:54.456Z
DevMedia, Curso de RESTful: O que é RESTful? Diferença entre REST e RESTful,2021-04-04T12:20:23.616Z
Otávio Miranda, Classes - Python Orientado a Objetos - Aula 35,2021-04-03T21:07:26.703Z
Flow Podcast e PodPah - Cortes, FROID FOI ABDUZIDO POR ALIENS AOS 7 ANOS,2021-04-02T02:00:14.653Z
Meus 2 Centavos, LIGA DA JUSTIÇA DE ZACK SNYDER - SPOILERS!,2021-04-02T01:54:41.379Z
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #05,2021-04-02T01:54:18.826Z
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #07,2021-04-02T01:41:16.958Z
Meteoro Brasil," NO ANIVERSÁRIO DO GOLPE DE 1964, IMPRENSA TOMA JEITO",2021-04-02T01:26:07.701Z
Flow Compilações, NEG4O DA BL PERDE A PACIÊNCIA COM MONARK | MELHORES MOMENTOS,2021-04-02T01:18:43.092Z
Cortes Podcast, NEGÃO DA BL FALA SOBRE AMIGO QUE ROUBOU SEU DINHEIRO | Cortes Podcast,2021-04-02T01:00:19.003Z
Flashes do Flow, TOGURO E MONARK DISCUTEM SOBRE MAC#NHA E O CLIMA ESQUENTA | FLASHES DO FLOW,2021-04-02T00:46:15.199Z
Cortes Podpah [OFICIAL], DA CUNHA FOI FALSO?,2021-04-02T00:36:45.233Z
Cortes Podpah [OFICIAL], DA CUNHA E FABIL DEBATEM AO VIVO,2021-04-01T22:21:15.332Z
REC Podcasts, Shows de FROID e DJONGA [ENXUGA GELO],2021-04-01T22:20:02.683Z
REC Podcasts," MURILO COUTO E FROID, MELHORES MOMENTOS [ENXUGA GELO PODCAST]",2021-04-01T22:09:49.993Z
Bóson Treinamentos, O que é Levantamento de Requisitos - Tópicos de Engenharia de Software,2021-04-01T18:46:28.921Z
DevMedia, Curso Levantamento de Requisitos: Exemplo prático de entrevista | Aula demonsrativa,2021-04-01T18:46:00.412Z
DevMedia, Qual a sua maior dificuldade na hora de escrever seu código? | #DevMediaResponde,2021-04-01T18:45:42.843Z
Programação Dinâmica, Busca Linear em Listas | Como encontrar Elemento em uma Lista com Python | Estruturas de Dados #2,2021-04-01T18:30:17.629Z
Meteoro Brasil," CRIADOR DO TERMO ""PETRALHA"" ENTREVISTA LULA",2021-04-01T17:31:04.588Z
William Abreu, Estrutura de Repetição - Somatório simples,2021-04-01T17:30:41.936Z
Charles Franca, Entendendo o Json,2021-04-01T01:09:26.516Z
Tito Spadini, Python - Importando colunas específicas de um CSV,2021-04-01T00:57:07.459Z
Programação Dinâmica, Como manipular um DataFrame e EXPORTAR para CSV? | Análise de dados #9,2021-04-01T00:52:00.599Z
Zurubabel, Curso de Pandas - Python (Aula 0.1) - Abrindo arquivos em CSV,2021-04-01T00:51:07.459Z
Alura Cursos Online, Como funcionam os navegadores Web? #HipstersPontoTube,2021-04-01T00:41:22.484Z
Curso em Vídeo, Curso Python #08 - Utilizando Módulos,2021-03-31T23:37:52.735Z
Meteoro Brasil, SOCORRO! BRASIL IMPLORA POR AJUDA INTERNACIONAL,2021-03-31T23:11:46.031Z
NeuroVox, Em Busca de Nós Mesmos | PEDRO CALABREZ | NeuroVox 027,2021-03-31T00:19:51.367Z
CFBCursos, JSON em PYTHON - Curso de Python #36,2021-03-30T23:45:18.505Z
Meio," Ernesto Araújo caiu, mas Bolsonaro quer guerra I Ponto de Partida",2021-03-30T22:23:08.024Z
Jornalismo TV Cultura," ""Presidente caminha para um golpe de estado"", diz Marco Antonio Villa",2021-03-30T22:18:47.878Z
Henry Bugalho, BOLSONARO VAI FECHAR O MEU CANAL?!!!,2021-03-30T22:16:28.177Z
Boris Casoy, Golpe? Reflexões sobre a crise | Boris Casoy | 30/03/2021,2021-03-30T22:15:35.325Z
Meteoro Brasil, COMO OS HERDEIROS ESTÃO MATANDO O CAPITALISMO,2021-03-30T22:14:39.368Z
Meteoro Brasil, BOLSONARO ESTÁ PREPARANDO O GOLPE?,2021-03-30T22:01:58.153Z
Filipe Deschamps, Descobri Como Consertar o Meu Maior Problema,2021-03-30T18:07:52.661Z
Flow Podcast e PodPah - Cortes, DJONGA COMPLETAMENTE BÊBADO NO PODPAH,2021-03-30T18:07:12.758Z
Flow Compilações, PODPAH COM DJONGA SAIU DO CONTROLE | MELHORES MOMENTOS,2021-03-30T17:55:19.768Z
HAIKAISS, Haikaiss - Sem Graça (Prod. Tuchê),2021-03-30T17:53:49.800Z
adsense, https://www.youtube.com/watch?v=W1HJ8gOzSdI,2021-03-30T17:49:05.540Z
Programação Dinâmica, Consumindo dados da API do YOUTUBE com Python | Python na Prática #11,2021-03-30T14:34:02.240Z
TEDx Talks, Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedo,2021-03-29T16:19:18.397Z
Alura Cursos Online, Como funcionam os navegadores Web? #HipstersPontoTube,2021-03-29T14:28:17.375Z
Uniday Studio, Refatoração: PYTHON com o PyCharm,2021-03-29T14:21:32.784Z
Programação Dinâmica, Como abrir(importar) um dataset em Python? | Análise de dados #2,2021-03-29T14:12:08.637Z
Bóson Treinamentos, 31 - Curso de Python - Módulos - Criando e importando,2021-03-29T14:11:43.805Z
Bóson Treinamentos, 6 - Importação de Módulos em Python,2021-03-29T11:48:15.535Z
Aprenda Código, Parte 5 - Como criar um módulo de Python 3 e importar em outro arquivo,2021-03-29T11:43:52.454Z
Wilson Simoninha, Wilson Simonal - País Tropical - Ao Vivo,2021-03-29T01:16:13.298Z
Filipe Deschamps, SOLID fica FÁCIL com Essas Ilustrações,2021-03-28T11:24:47.657Z
TEDx Talks, The Power of Mindfulness: What You Practice Grows Stronger | Shauna Shapiro | TEDxWashingtonSquare,2021-03-27T15:01:21.905Z
DevPleno, Dicas para seu Profile README.md do Github,2021-03-27T11:13:15.352Z
Carlos Levir, COMO ORGANIZAR SEU GITHUB | DEVFOLIO #01,2021-03-27T11:12:44.030Z
TEDx Talks, Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedo,2021-03-26T18:41:16.763Z
Meteoro Brasil, DEVEMOS CHAMAR OS BOLSONARISTAS DE GADO? CIRO GOMES RESPONDE,2021-03-25T23:28:08.262Z
Meteoro Brasil, BOLSONARO COLOCA PF NA COLA DE CIRO GOMES,2021-03-25T23:14:54.025Z
Curso em Vídeo, Exercício Python #085 - Listas com pares e ímpares,2021-03-25T18:43:46.704Z
Ignorância Zero," Aulas Python - 062 - POO IV: Herança, Super e Polimorfismo",2021-03-25T16:02:46.305Z
Marcos Castro, Python - Estrutura de Dados Fila,2021-03-25T15:43:51.404Z
Otávio Miranda, Filas em Python (Estrutura de dados - Queue),2021-03-25T15:32:51.287Z
Canal TI, O que é MVC? Aprenda MVC de MANEIRA FÁCIL,2021-03-25T11:24:39.326Z
Filipe Ret, Filipe Ret - WAR,2021-03-25T10:19:52.456Z
Joseph Solomon, most beautiful/so in love x maverick city,2021-03-25T10:19:35.305Z
Joseph Solomon, ex factor x lauryn hill,2021-03-25T10:18:40.043Z
Canal TI, O que é MVC? Aprenda MVC de MANEIRA FÁCIL,2021-03-24T23:15:09.111Z
Victor Lima - Guia do Programador, Arquitetura MVC - Aprenda Django #02,2021-03-24T23:00:08.736Z
BBC Earth, Iguana vs Snakes | Planet Earth II,2021-03-24T18:57:01.995Z
Trabalho Virtual, Como Trabalhar Home Office Para Microsoft e Intel (APLICAÇÃO DIRECTLY),2021-03-24T14:51:31.918Z
Fernando de Paula - Trabalho Informal, Descobri uma forma de fazer a DIRECTLY chamar [CONFIRA NESTE VÍDEO MINHA TEORIA],2021-03-24T14:37:32.238Z
Siméia Avellar | Negócios Digitais, Como Anunciar no Google Ads PASSO A PASSO Para Iniciantes 2020 Tutorial Completo | Google Adwords,2021-03-24T14:15:41.565Z
Estampa Web, Quanto cobrar pelo design de uma estampa?,2021-03-24T14:03:15.211Z
Instituto Montanari, 24/03 AUXÍLIO EMERGENCIAL 2021 BOLSA FAMÍLIA PAULO GUEDES FALA SOBRE PLANOS | 13º APOSENTADOS,2021-03-24T12:58:49.016Z
Fature Com Naldo," PaidViewPoint Receba Quase R$100,00 no Paypal Com Perguntas Rápidas- Fature Com Naldo",2021-03-24T11:59:38.929Z
Fature Com Naldo, Você Opina Pesquisa É Confiável? GanheR$65 no Paypal. Opinião Sincera- Fature Com Naldo,2021-03-24T11:51:55.444Z
Siméia Avellar | Negócios Digitais," COMO TRABALHAR NA INTERNET PARA NETFLIX, MICROSOFT,  LINKEDIN E GANHAR DINHEIRO EM DÓLAR HOME OFFICE",2021-03-24T11:51:48.101Z
Thamires Moura, Home Office- Ganhe Dinheiro Enviando E-mails 2021,2021-03-24T11:45:53.711Z
Romário Bruno - Canal Conquistas Digitais, Ganhe R$100 Por Dia Trabalhando em Casa Para NETFLIX (HOME OFFICE) Suporte ao Cliente,2021-03-24T11:45:21.705Z
Weder Silva, ESFIRRA ÁRABE SALGADO BARATO VENDE COMO ÁGUA,2021-03-24T11:44:54.122Z
Weder Silva," Joelhos de Presunto e Queijo, Já Ganhei Muito Dinheiro Com Esse Salgado!!!",2021-03-24T04:17:04.646Z
Dika da Naka, ENROLADO DE PRESUNTO E QUEIJO PERFEITO - MASSA PARA SALGADO ASSADO - LANCHE FÁCIL OU FAÇA E VENDA,2021-03-24T04:16:02.038Z
Romário Bruno - Canal Conquistas Digitais," Ganhe $50,00 Por Hora Gravando Frases Para Grandes Empresas (HOME OFFICE) Neevo Como Ganhar Dinheiro",2021-03-24T03:39:16.537Z
Cortes Podpah [OFICIAL], MC KEVIN JÁ TRAFIC0U MESMO?,2021-03-24T03:35:03.176Z
Montar um Negócio, 7 IDEIAS DE COMBOS DE LANCHES PARA VENDER,2021-03-24T02:48:32.423Z
Montar um Negócio, 12 COISAS PARA VENDER A 1 REAL,2021-03-24T02:46:43.502Z
Escola Atomy By Anizio Filho , IFOOD 2021: QUAL  PRIMEIRO PASSO PRA VENDER NO IFOOD DELIVERY,2021-03-24T02:41:33.388Z
"E agora, Bárbara?", Divórcio: Ex-esposa tem direito a Pensão Alimentícia? #EagoraBárbara,2021-03-24T01:53:53.311Z
Lilian Keffilin," Se você mora junto e não se casou, assista a esse vídeo. WebSérie União Estável #02",2021-03-24T01:49:25.785Z
ALEX FARINELI, Pensão por morte | O Cônjuge,2021-03-24T01:45:24.053Z
"E agora, Bárbara?"," Depois do divórcio, o ex-marido tem obrigação de pagar as contas da ex-mulher?",2021-03-24T01:39:57.242Z
Gediel Araujo, O homem é obrigado a pagar pensão para a ex mulher?,2021-03-24T01:38:18.338Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-03-24T01:29:50.744Z
Curso em Vídeo, Curso Python #01 - Seja um Programador,2021-03-24T01:26:50.359Z
Curso em Vídeo, Usando Google Fonts - @Curso em Vídeo HTML5 e CSS3,2021-03-24T01:26:17.374Z
adsense, iPhone 12 Pro — Faça filmes de cinema,2021-03-24T01:21:42.214Z
William Abreu, Estrutura de Repetição - Somatório simples,2021-03-24T01:21:34.946Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 1),2021-03-23T19:08:41.344Z
Programação Dinâmica, Pilhas em Python | Estruturas de Dados #7,2021-03-23T13:53:52.135Z
KillerGP, LIBEREI O SETOR 7! ( com facecam ) | Last Day on Earth,2021-03-23T03:05:34.335Z
Marcos Castro, Curso Python 300 - Aula 38 - Herança - Implementação,2021-03-22T18:35:41.409Z
LUNNA 100 Popô, TIRANDO O APARELHO SOZINHA,2021-03-22T15:29:07.249Z
Curso em Vídeo, Curso Python #014 - Estrutura de repetição while,2021-03-22T14:29:00.209Z
Curso em Vídeo, Curso Python #22 - Módulos e Pacotes,2021-03-22T14:28:05.416Z
Curso em Vídeo, Curso Python #21 - Funções (Parte 2),2021-03-22T14:27:58.445Z
Curso em Vídeo, Curso Python #20 - Funções (Parte 1),2021-03-22T14:25:56.217Z
Programação Dinâmica, O que são Classes e Como Criar Novos Tipos de Dados em Python | Orientação a Objetos #2,2021-03-22T13:02:42.955Z
Programação Dinâmica," O que é um Objeto, Atributo, Método e Mensagem | Orientação a Objetos #1",2021-03-22T12:53:55.385Z
nk music, NK Music x Mariussax - Driftin' [Full LoFi BeatTape],2021-03-20T22:25:45.746Z
NTOBtv, NTOBTV -  Michael and Adrian Learning Basketball,2021-03-20T21:06:24.015Z
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-03-20T14:40:24.107Z
Balance Cooper," JOEY BADA$$ X BOOM BAP TYPE BEAT ""TEATIME""",2021-03-20T14:36:17.629Z
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-03-20T14:32:35.561Z
Balance Cooper," (FREE) KENDRICK LAMAR X A$AP ROCKY TYPE BEAT ""SWEATER WEATHER""",2021-03-20T14:29:03.501Z
Balance Cooper," (FREE) KID CUDI TYPE BEAT ""HOURS""",2021-03-20T14:26:04.536Z
Balance Cooper," (FREE) BRENT FAIYAZ TYPE BEAT ""CHANGE OF SEASON""",2021-03-20T14:22:21.860Z
Real Kayblack, Kayblack - Vivências (Prod. Wall Hein),2021-03-20T14:20:28.401Z
Hash Produções, Jovemdex - Tapa ;) (Vídeo Oficial),2021-03-20T14:20:20.305Z
Sidoka *," Sidoka "" VIDRO "" (Prod by. ÉmiKá) [Shot by Bzk]",2021-03-20T14:19:34.009Z
SZAVEVO, SZA - The Weekend (Audio),2021-03-20T14:14:42.965Z
Fkj, Fkj & Masego - Tadow,2021-03-20T14:12:49.694Z
Jean Tassy, Jean Tassy - Diz pra Mim (Prod. Iuri Rio Branco),2021-03-20T14:12:47.671Z
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-03-20T14:12:44.780Z
KaEsse  , Cês Fala Demais - KaEsse | Prod. Toma Esse Beat  (Video Official ),2021-03-20T03:54:41.541Z
nat," (FREE) Joey Badass Type Beat - ""IT AIN'T EASY""",2021-03-20T01:16:10.001Z
bvtman," Kendrick Lamar x ScHoolboy Q x   J Cole Type Beat Type Beat ""Numb"" || [NEW 2019]",2021-03-20T01:15:36.621Z
Balance Cooper," JOEY BADA$$ X BOOM BAP TYPE BEAT ""TEATIME""",2021-03-20T01:14:44.607Z
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-03-20T01:11:02.938Z
Balance Cooper," (FREE) KENDRICK LAMAR X A$AP ROCKY TYPE BEAT ""SWEATER WEATHER""",2021-03-20T01:08:01.344Z
Balance Cooper," (FREE) KID CUDI TYPE BEAT ""HOURS""",2021-03-20T01:04:28.958Z
Black Alien, Carta Pra Amy (Clipe Oficial),2021-03-20T00:59:03.344Z
Emicida," Emicida - Principia part. Pastor Henrique Vieira, Fabiana Cozza, Pastoras do Rosário",2021-03-20T00:53:06.456Z
Beyoncé - Topic, Pretty Hurts,2021-03-20T00:52:17.391Z
Jean Tassy, Jean Tassy - Diz pra Mim (Prod. Iuri Rio Branco),2021-03-20T00:48:34.167Z
Giveon - Topic, Heartbreak Anniversary,2021-03-20T00:48:02.395Z
Official Arctic Monkeys, Arctic Monkeys - Do I Wanna Know? (Official Video),2021-03-20T00:43:35.810Z
KhalidVEVO, Khalid - Location (Official Video),2021-03-20T00:41:52.295Z
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-03-20T00:38:25.553Z
Childish Gambino - Topic, Sober,2021-03-20T00:38:21.421Z
Gotye - Topic, Somebody That I Used To Know,2021-03-20T00:38:12.286Z
adsense, https://www.youtube.com/watch?v=BzusSr9xuZc,2021-03-20T00:34:09.748Z
Fkj, Fkj & Masego - Tadow,2021-03-20T00:34:06.649Z
ChildishGambinoVEVO, Childish Gambino - Feels Like Summer,2021-03-20T00:33:55.055Z
Canal PeeWee, Liga da Justiça de Zack Snyder (Snyder Cut) | Opinião SEM Spoilers,2021-03-20T00:23:52.476Z
Caue Moura, NÃO PODE CHAMAR O PRESIDENTE DE QUE??? 🤔🤔🤔,2021-03-20T00:21:49.152Z
Meteoro Brasil," BOLSONARO DIVULGA CARTA QUE RECEBEU DE BIDEN, MAS SE DÁ MAL",2021-03-20T00:07:59.206Z
Bóson Treinamentos, 21 - Python - Dicionários parte 3 - Ordenação por chaves; método keys() e função sorted.,2021-03-19T13:31:27.988Z
Academia Hopper, Lambda em Python - Como usar para ordenar de listas e dicionários,2021-03-19T01:27:53.104Z
Bóson Treinamentos, 21 - Python - Dicionários parte 3 - Ordenação por chaves; método keys() e função sorted.,2021-03-19T01:27:23.058Z
eXcript, Curso de Python - Aula 63 - Funções dos Dicionários - eXcript,2021-03-18T15:34:14.329Z
Procópio na Rede, Python: Aula 40 - Dicionário ou Listas?,2021-03-18T15:29:53.532Z
Otávio Miranda, Encontrando valores em listas com dicionários em Python,2021-03-18T15:26:10.733Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-03-18T15:24:00.620Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 1),2021-03-18T15:23:27.650Z
Curso em Vídeo, Exercício Python #094 - Unindo dicionários e listas,2021-03-18T15:09:19.892Z
Fkj, Fkj - Vibin' Out with ((( O ))),2021-03-18T15:03:19.435Z
Childish Gambino - Topic, Sober,2021-03-18T15:03:14.001Z
Fkj, Fkj & Masego - Tadow,2021-03-18T15:03:07.389Z
ChildishGambinoVEVO, Childish Gambino - Feels Like Summer,2021-03-18T14:56:42.326Z
Gloria Groove - Topic, Apaga a Luz,2021-03-18T14:56:20.254Z
Daniel Caesar, Daniel Caesar - Get You ft. Kali Uchis [Official Video],2021-03-18T14:56:10.974Z
Layza Fernandes, Andra Day - Rise Up legendado (Tradução),2021-03-18T14:51:25.738Z
Curso em Vídeo, Curso Python #19 - Dicionários,2021-03-18T13:51:55.918Z
Curso em Vídeo, Curso Python #19 - Dicionários,2021-03-17T23:02:22.439Z
Layza Fernandes, Andra Day - Rise Up legendado (Tradução),2021-03-17T23:02:16.447Z
CHS, CHS - Inspiração part. Luccas Carlos (Prod. El Lif Beatz),2021-03-17T22:53:50.115Z
Fkj, Fkj & Masego - Tadow,2021-03-17T22:53:00.921Z
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-03-17T22:52:52.601Z
Cortes Podpah [OFICIAL], MELHORES AMIGAS DE TUPAC,2021-03-17T22:51:58.595Z
Volney Faustini, Daniel Goleman - Inteligência Emocional,2021-03-17T16:01:05.522Z
Eduardo Mendes, Live de Python #61 - Programação orientada a objetos #1 - Introdução,2021-03-17T15:54:12.622Z
Programação Dinâmica, Busca Linear em Listas | Como encontrar Elemento em uma Lista com Python | Estruturas de Dados #2,2021-03-17T15:28:11.911Z
Programação Dinâmica," O que é um Objeto, Atributo, Método e Mensagem | Orientação a Objetos #1",2021-03-17T15:27:43.393Z
Programação Dinâmica, Listas em Alocação Sequencial | Estruturas de Dados #1,2021-03-17T15:16:21.547Z
Curso em Vídeo, Curso Python #10 - Condições (Parte 1),2021-03-17T15:08:03.539Z
Curso em Vídeo, Exercício Python #078 - Maior e Menor valores na Lista,2021-03-17T14:24:22.847Z
PODECRER - Melhores Momentos, XAMÃ EXPÕE COMO É SER UM ARTISTA DO RAP | PODECRER PODCAST,2021-03-17T04:17:49.572Z
PODECRER - Melhores Momentos, XAMÃ REVELA QUE FOI CONVIDADO PRO BBB | PODECRER PODCAST,2021-03-17T04:17:30.649Z
Flow Compilações, FROID NO FLOW | MELHORES MOMENTOS,2021-03-17T04:17:15.321Z
Cortes do Flow Podcast e Outros, XAMÃ SE ARREPENDEU DE FAZER POESIA ACÚSTICA? | XAMÃ FLOW PODCAST,2021-03-17T04:06:04.645Z
Talk Flow, A TRETA DE DJONGA E FROID EM SHOW,2021-03-17T04:05:51.041Z
KaweUK, NOG ( COSTA GOLD ) TEM TRETA COM MATUE ? PODPAH | PODFLOW CORTES,2021-03-17T04:03:19.690Z
João mascarello, LX REVELA PORQUE NÃO ANDA MAIS COM MENO TODY e o MOTIVO DA TR3TA!,2021-03-17T04:02:04.921Z
Cortes Podpah [OFICIAL], TRETA COM MENO TODY,2021-03-17T03:58:44.352Z
Central Cortes, DE 90 PRA CÁ - KAWE FALA SOBRE DEXTER,2021-03-17T03:55:06.650Z
OQ Produções, Kawe & Dexter - De 90 Pra Cá ( Prod. Jay OQ ),2021-03-17T03:51:01.239Z
Cortes Podpah [OFICIAL]," DEXTER SOBRE KAWE, CORUJA E DJONGA",2021-03-17T03:34:10.307Z
João mascarello, FELIPE NETO e RAPPERS DETONAM PROJOTA no BBB 21 *Maior decepção da minha vida*,2021-03-17T03:17:57.769Z
João mascarello, MANO BROWN e HARIEL MANDARAM O PAPO SOBRE O PROJOTA NO BBB!,2021-03-17T03:16:58.801Z
Glória Groove, BBB21| Projota bate no celular de um fã que queria tirar foto com ele,2021-03-17T03:16:11.838Z
João mascarello, DEXTER MANDOU O PAPO SOBRE O PROJOTA,2021-03-17T03:11:10.592Z
Flow Podcast e PodPah - Cortes, DANIEL ZUKERMAN ENTREVISTOU MANO BROWN NO PÂNICO,2021-03-17T03:01:35.295Z
BudPlay, MEUS SAMPLES FAVORITOS | Papatinho,2021-03-17T02:55:04.423Z
Meteoro Brasil, SÍNDROME DE CACO ANTIBES,2021-03-17T02:54:40.776Z
Cortes Podpah [OFICIAL]," TWITCH, A PLATAFORMA!",2021-03-17T02:54:08.236Z
Meteoro Brasil, FELIPE NETO É ENQUADRADO NA LEI DE SEGURANÇA NACIONAL,2021-03-17T02:11:02.881Z
Otávio Miranda, Classes - Python Orientado a Objetos - Aula 35,2021-03-17T02:07:07.076Z
Curso em Vídeo, Exercício Python #079 - Valores únicos em uma Lista,2021-03-17T02:05:38.292Z
Curso em Vídeo, Exercício Python #063 - Sequência de Fibonacci v1.0,2021-03-17T02:04:59.778Z
Curso em Vídeo, Exercício Python #078 - Maior e Menor valores na Lista,2021-03-16T19:09:08.341Z
William Abreu, Estrutura de Repetição - Somatório simples,2021-03-16T19:06:05.793Z
Ricardo Turco, #0002 - Eliminando elementos repetidos de uma lista,2021-03-16T17:52:15.068Z
Neri Neitzke, aula 5866 python   DEF criando funcoes para calcular media e soma de listas,2021-03-16T15:40:17.867Z
Otávio Miranda, Funções (def e return) em Python - Aula 16 (Parte 2),2021-03-16T15:01:51.329Z
Curso em Vídeo, Exercício Python #100 - Funções para sortear e somar,2021-03-16T13:21:53.246Z
Curso em Vídeo, Exercício Python #085 - Listas com pares e ímpares,2021-03-16T12:55:06.477Z
Curso em Vídeo, Exercício Python #085 - Listas com pares e ímpares,2021-03-16T01:38:06.614Z
Didática Tech," Aulão Python sobre Classes, Objetos, Métodos, Herança, Construtor",2021-03-16T00:37:54.737Z
eXcript, Curso de Python - Aula 50 - Ordenamento de listas - eXcript,2021-03-16T00:27:43.702Z
DevFuria, O mínimo para o Dev Júnior entrar no mercado ?,2021-03-16T00:25:20.766Z
eXcript, Curso de Python - Aula 48 - Fatiando listas - eXcript,2021-03-16T00:24:23.095Z
NBK Mundo Tech, 0010-28 Como Fazer a Soma de Todos os Números Int de uma Array (Exercício Desafio),2021-03-15T23:52:08.240Z
Curso em Vídeo, Exercício Python #078 - Maior e Menor valores na Lista,2021-03-15T23:36:43.484Z
Daniel Caesar, Daniel Caesar - Get You ft. Kali Uchis [Official Video],2021-03-15T21:55:12.337Z
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-03-15T21:50:59.289Z
Curso em Vídeo, Curso Python #09 - Manipulando Texto,2021-03-15T15:22:08.116Z
Neri Neitzke, aula 5866 python   DEF criando funcoes para calcular media e soma de listas,2021-03-15T10:01:13.132Z
eXcript, Curso de Python - Aula 68 - Retorno de Valores por Funções - eXcript,2021-03-14T23:14:46.769Z
Otávio Miranda," Invertendo listas, strings e tuplas em Python",2021-03-14T22:04:00.658Z
Programação Descomplicada Linguagem C, [C] Aula 33 - String - Parte 3,2021-03-14T22:02:52.054Z
Otávio Miranda, Funções (def) em Python - Aula 16 (Parte 1),2021-03-14T20:59:47.770Z
Ignorância Zero, Aulas Python - 030 - Listas: Métodos reverse e remove,2021-03-14T20:24:03.475Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-03-14T20:20:54.771Z
CCSL do IME/USP, 31 - Manipulação de matrizes (soma),2021-03-14T20:12:39.295Z
adsense, https://www.youtube.com/watch?v=anMQxF9wEVE,2021-03-14T20:12:32.871Z
Curso em Vídeo, Exercício Python #089 - Boletim com listas compostas,2021-03-14T20:06:28.651Z
Aprenda Código," Parte 20 - Usando Lista de Compreensão para calcular a média, em Python 3",2021-03-14T20:05:55.785Z
