,Canal,Nome vídeo,Data
266,Pretty Printed,Watched Using Constraints in Flask-SQLAlchemy,2021-06-13 23:32:56.935
267,codigofacilito,Watched Mini Curso SQLAlchemy con Python 3  Consultas,2021-06-13 23:02:34.854
268,Matheus Fernandes,Watched Matheus Fernandes e Dilsinho - Baby Me Atende (Clipe Oficial),2021-06-13 13:29:47.076
269,Mari Fernandez,"Watched Mari Fernandez - NÃO, NÃO VOU (Passa Lá em Casa) - Video Oficial",2021-06-13 13:15:48.272
270,Instante Biotec,Watched Medicina Regenerativa e as Células-tronco | #InstanteBiotec 05,2021-06-13 03:28:36.064
271,Guih Borba,Watched Reportagem sobre a clonagem da ovelha Dolly,2021-06-13 03:20:41.116
272,"Éééé, Não","Watched Eu, a Patroa e as Crianças   4ª Temporada Completa Dublado HD",2021-06-13 02:25:03.134
273,GRUPO QSTS,Watched Eu A PATROA E AS CRIANÇAS 29/03,2021-06-13 00:26:36.132
274,GRUPO QSTS,Watched EU A PATROA E AS CRIANÇAS 23/03 se inscreva no canal e todo dia receba um novo episódio novo 🙏😉,2021-06-13 00:26:18.342
275,GRUPO QSTS,Watched EU A PATROA E AS CRIANÇAS  . 20/03,2021-06-12 06:08:39.499
276,GRUPO QSTS,Watched Eu A PATROA E AS CRIANÇAS  (Deixando rolar) 01/04,2021-06-12 05:40:20.538
277,johnlegendVEVO,Watched John Legend - All of Me (Official Video),2021-06-12 04:37:53.859
278,Passenger,Watched Passenger | Let Her Go (Official Video),2021-06-12 04:32:26.821
279,Vector 09,Watched Paramore - Use Somebody (BBC Radio 1's Live Lounge 2009) HD,2021-06-12 04:31:15.885
280,ProjetoStudio62,Watched Flora Matos - Comofaz | Studio62,2021-06-12 04:31:09.942
281,HAIKAISS,Watched ENSAIO CASA 1 - Haikaiss - De Longe (Acústico),2021-06-12 04:30:50.270
282,Answer: None of the above,Answered survey question,2021-06-12 04:30:42.343
283,OrienteRJ,Watched Oriente Acústico - Linda Louca e Mimada,2021-06-12 04:28:38.538
284,MARIAOficialVEVO,Watched MARIA - Perdão,2021-06-12 04:24:57.407
285,HYPE SONGS RECORDS,Watched Xamã e Agnes - A Bela e a Fera 2 (Ao Vivo - Live Bagua),2021-06-12 04:22:51.841
286,loshermanosVEVO,Watched Los Hermanos - Tá Bom (Ao Vivo),2021-06-12 04:22:16.908
287,AnavitoriaVEVO,Watched ANAVITÓRIA - Cecília,2021-06-12 04:20:27.089
288,ANAVITÓRIA,Watched ANAVITÓRIA - Explodir (visualizer),2021-06-12 04:19:53.442
289,loshermanosVEVO,Watched Los Hermanos - Conversa De Botas Batidas (Video),2021-06-12 04:19:15.475
290,loshermanosVEVO,Watched Los Hermanos - Dois Barcos (Video),2021-06-12 04:18:03.991
291,adsense,Watched Essa boca só beija?,2021-06-12 04:17:31.930
292,Programação Dinâmica,Watched CONVERTENDO uma coluna de um DataFrame do Pandas | Dica de Pandas #1,2021-06-12 02:11:07.534
293,GRUPO QSTS,Watched EU A PATROA E AS CRIANÇAS,2021-06-11 05:34:13.601
294,Ciências para Ensino Fundamental II,Watched FORMAÇÃO E TIPOS DE ROCHAS,2021-06-10 21:14:59.090
295,adsense,Visited https://estacio.br/inscricao?utm_source=google&utm_medium=cpc&utm_campaign=Video%7CGraduacao%7CPresencial%7CYoutube%7CCreatorsConnect%7CNathalia_Bumper&utm_content=Video%7CGP%7CYoutube%7CCreatorsConnect%7CBumper&utm_term=PP%7CYoutube%7CCreatorsConnect%7CGraduacaoPresencial.21.2,2021-06-10 15:44:49.940
296,adsense,Watched https://www.youtube.com/watch?v=GMha23xM3dw,2021-06-10 15:43:32.462
297,adsense,Watched https://www.youtube.com/watch?v=pbGDLHfPak4,2021-06-09 09:13:46.113
298,Didática Tech,Watched Subplots: Criando vários gráficos ao mesmo tempo com Matplotlib,2021-06-09 03:20:58.543
299,Didática Tech,Watched Subplots: Criando vários gráficos ao mesmo tempo com Matplotlib,2021-06-08 22:44:37.977
300,Didática Tech,Watched Árvore de decisão - Como funciona (Machine Learning),2021-06-08 22:12:41.869
301,Agricultura Digital,Watched Python Aula 17 - Biblioteca MatPlotLib,2021-06-08 17:01:56.470
302,ManuGavassiVEVO,Watched Manu Gavassi - áudio de desculpas,2021-06-08 16:57:53.307
303,AnavitoriaVEVO,"Watched ANAVITÓRIA - Ai, Amor (Ao vivo na Fundição)",2021-06-08 16:54:02.538
304,ANAVITÓRIA,Watched ANAVITÓRIA - Carvoeiro (visualizer),2021-06-08 16:49:29.012
305,Ari,"Watched Ari Acústico - A Droga do Amor ( part. Dom R, Play, Duvale e Tiankris)",2021-06-08 16:45:25.177
306,Bagua Records,Watched AGNES e Xamã - Cida [ Elas por Elas ],2021-06-08 16:42:09.485
307,João Victor,Watched Saulo - Anjo / Não Precisa Mudar / Outra Vez (Voz e Violão),2021-06-08 16:35:30.496
308,Manu Gavassi - Topic,Watched Deve ser horrível dormir sem mim,2021-06-08 16:32:53.769
309,Maria Gadú,"Watched Maria Gadú - ""Quando fui chuva"" {feat. Luis Kiari} - DVD Multishow Ao Vivo [Vídeo Oficial]",2021-06-08 16:27:08.430
310,Henrique Delusio,Watched Saulo - Só eu e Você (DVD Veja alto e ouça Colorido),2021-06-08 16:22:54.904
311,Henrique e Juliano,Watched Henrique e Juliano - Calafrio (DVD Ao vivo em Brasília) [Vídeo Oficial],2021-06-08 16:19:30.110
312,loshermanosVEVO,Watched Los Hermanos - Último Romance (Ao Vivo),2021-06-08 16:14:45.245
313,Henrique e Juliano,Watched Henrique e Juliano - ONLINE  - DVD Ao Vivo No Ibirapuera,2021-06-08 16:11:43.105
314,HYPE SONGS RECORDS,Watched Xamã e Agnes - A Bela e a Fera 2 (Ao Vivo - Live Bagua),2021-06-08 16:08:06.748
315,AnavitoriaVEVO,Watched ANAVITÓRIA - Cecília,2021-06-08 16:01:41.396
316,Rhendra Nadyer,Watched Partilhar - Rubel & ANAVITÓRIA (Rhendra Nadyer cover),2021-06-08 16:01:21.453
317,LAURA,Watched Piano Tutorial - Cecília (Anavitória),2021-06-08 16:00:41.654
318,Frigazz,"Watched Jenni Rocha & Sam Jazzy,  Pra você dar o nome 5 a seco",2021-06-08 15:59:49.337
319,5 a seco,Watched 5 a seco - pra você dar o nome [OFICIAL],2021-06-08 15:56:24.312
320,rede2g,Watched Jorge Vercillo - É Fácil de Entender (versão acústica),2021-06-08 15:54:14.693
321,5 a seco,Watched 5 a seco e LENINE - ou não [OFICIAL],2021-06-08 15:47:36.358
322,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E11 - Cabelo Hoje, Sem Amanhã - 720p",2021-06-08 11:04:54.393
323,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E10 - Um Pouco de Romance - 720p",2021-06-08 10:11:34.345
324,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E09 - Terminando e Quebrando - 720p",2021-06-08 09:49:56.548
325,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E08 - Ele Disse, Ela Disse - 720p",2021-06-08 09:28:19.673
326,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E07 - Estalando e Farejando - 720p",2021-06-08 09:06:41.886
327,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E06 - Trabalhando Nisso - 720p",2021-06-08 08:45:04.816
328,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E05 - Fazendo a nota - 720p",2021-06-08 08:23:26.845
329,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E04 - Dos Seios e Basquete - 720P",2021-06-08 08:01:48.721
330,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E03 - O Apego à Tralhas - 720p",2021-06-08 07:40:11.013
331,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E02 - A Verdade Dói - 720p",2021-06-08 07:18:34.033
332,jogodoido1,"Watched Eu, a patroa e as Crianças - S01E01 - Piloto - 720p",2021-06-08 06:56:57.432
333,Peixe Babel,Watched Matplotlib vs Seaborn vs Plotly,2021-06-08 05:34:16.085
334,Leandro Twin,Watched Queima de gordura localizada *aprenda agora*,2021-06-08 01:00:32.516
335,Leandro Twin,Watched 3 estratégias para perder gordura corporal,2021-06-08 00:48:31.573
336,Giovana Guido,Watched Como reduzir o % de gordura? Dicas para começar o CUTTING!,2021-06-08 00:34:33.595
337,Rodrigo Polesso,"Watched Como QUEIMAR Gordura e Não Só ""perder peso""?",2021-06-08 00:25:35.881
338,Clínica Higashi,Watched Nutrólogo : Como perder gordura e aumentar a massa muscular na nutrologia?,2021-06-08 00:21:32.153
339,Jerin Jose,Watched SQLAlchemy ORM Tutorial #2 - Create Table,2021-06-07 04:51:56.688
340,GRUPO QSTS,Watched Eu A PATROA E AS CRIANÇAS 26/03,2021-06-07 01:21:21.267
341,GRUPO QSTS,Watched EU A PATROA E AS CRIANÇAS 23/03 se inscreva no canal e todo dia receba um novo episódio novo 🙏😉,2021-06-07 01:15:36.688
342,Jerin Jose,Watched SQLAlchemy ORM Tutorial #2 - Create Table,2021-06-06 18:47:54.611
343,Jerin Jose,Watched SQLAlchemy ORM Tutorial #1 - Introduction,2021-06-06 18:28:55.890
344,GRUPO QSTS,Watched Eu a patroa e as crianças.  15/04,2021-06-06 01:03:11.628
345,GRUPO QSTS,Watched Eu A PATROA E AS CRIANÇAS,2021-06-06 00:42:12.115
346,MGM,Watched Legally Blonde (2001) | Official Trailer | MGM Studios,2021-06-06 00:41:55.039
347,TetraKev,Watched As Maiores Gafes e Pérolas das Aulas Online EAD 2021 (Esqueceram o Microfone LIGADO) | Parte 3,2021-06-06 00:41:19.438
348,Data Train,Watched #1 - Data Science na Prática - Conhecendo o Kaggle,2021-06-05 18:06:13.024
349,Eduardo Mendes,Watched Live de Python #139 - SQLAlchemy ORM,2021-06-05 04:00:41.205
350,adsense,Watched Natura Tododia | Tododia é dia de sentir uma nova fragrância  - Ameixa e Flor de Baunilha​,2021-06-05 00:24:14.095
351,Imagem | Esri Official Distributor,Watched 02. Configurando um layout no ArcGIS Pro,2021-06-05 00:22:42.828
352,DJ LINDÃO OFICIAL,Watched Dj Lindão Feat Mc Denny  - Vai Faz A Fila [EXPLICIT] (Áudio Oficial),2021-06-04 05:19:34.804
353,Ignorância Zero,Watched Aulas Python - 126 - Decoradores de Funções,2021-06-04 04:35:14.096
354,Eduardo Mendes,Watched Live de Python #87 - Decoradores,2021-06-04 03:30:38.550
355,ZUP,Watched Como modelar com DynamoDB | ⚡ Zup Insights 🚀,2021-06-03 20:18:41.891
356,DevMedia,Watched Introdução ao NoSQL - Curso de NoSQL | Devmedia,2021-06-03 19:41:54.271
357,adsense,Watched Natura Tododia | Tododia é dia de sentir uma nova fragrância  - Ameixa e Flor de Baunilha​,2021-06-03 19:30:38.371
358,Eduardo Mendes,Watched Live de Python #139 - SQLAlchemy ORM,2021-06-02 02:00:19.202
359,Sunaika Bruna,Watched NOSSA ROTINA NOTURNA COM O NOAH,2021-06-02 00:24:23.886
360,Caique Bitencourt,Watched Vamos ficar nessa Casinha de Madeira. 🥰,2021-06-02 00:24:04.965
361,E&G stores oficial,"Watched mix de alimentos misturador e triturador para sucos , vitaminas , várias receitas portátil ergonômic",2021-06-01 21:13:14.696
362,DJ MARLON SCHUTZE,Watched Mini Mixer Misturador Portátil Café Bebida Shake,2021-06-01 21:13:02.726
363,Teteu Tutors,Watched Como USAR NOTEBOOK como SEGUNDO MONITOR!,2021-06-01 17:00:09.232
364,Alura Cursos Online,Watched O que é ORM? #AluraMais,2021-05-31 16:10:14.085
365,Henrique e Juliano,Watched Henrique e Juliano - ONLINE  - DVD Ao Vivo No Ibirapuera,2021-05-31 15:47:26.504
366,Rafi Bastos,Watched Mais que 8 Minutos #64 (Andressa Urach),2021-05-31 01:00:46.719
367,Flow Podcast e PodPah - Cortes,Watched COMO É A VIDA DE UMA PROST1TUTA - ANDRESSA URACH,2021-05-31 00:50:13.566
368,Daniel Morais Infocotidiano,"Watched Curso PostgreSQL #17 Join, Left Join e Right Join",2021-05-31 00:30:34.649
369,EuOrlandinho O Rei do Piseiro,Watched ESSA É A NOVIDADE!!! ‹ ORLANDINHO ›,2021-05-30 19:25:04.896
370,AI Girls Comunidade,Watched Como NÃO fazer visualização de dados - Luiza Araújo,2021-05-30 12:54:22.874
371,André de Moraes,Watched De onde vem as boas ideias (dublado),2021-05-29 18:20:50.312
372,FACHUSC,Watched Semana Movimento Educação 2021.1 - Capítulo Final.,2021-05-28 23:49:38.497
373,AWSGO - User Group Goiânia,Watched #10 Meetup - Começando com o DynamoDB: Conceitos principais para usar profissionalmente,2021-05-28 20:42:02.923
374,Programação Dinâmica,Watched Como criar um PLANO DE ESTUDOS para se tornar um CIENTISTA DE DADOS?,2021-05-28 20:15:32.003
375,Programação Dinâmica,Watched Desafio de dados com prêmio de CEM MIL DÓLARES no Kaggle | Handshake #2,2021-05-28 20:13:08.351
376,Data ICMC,Watched Introdução ao Kaggle,2021-05-28 20:12:55.918
377,Data Train,Watched #1 - Data Science na Prática - Conhecendo o Kaggle,2021-05-28 20:11:48.989
378,LABHacker - Câmara dos Deputados,Watched Análise de Dados em Python: Aula 01,2021-05-28 20:10:53.179
379,Mario Filho,Watched Ela se Tornou Cientista de Dados em Apenas 6 Meses - Live #37,2021-05-28 19:39:53.002
380,Sunaika Bruna,Watched CORTEI MEU CABELO EM CASA - FIZ O CORTE CURTAIN BANGS *deu ruim*,2021-05-28 03:03:01.204
381,Invento na Hora,"Watched A BRUNA FEZ TUDO, CONTRATOU ATÉ CHURRASQUEIRO",2021-05-28 02:53:43.454
382,SEU TRADUTOR FELIZ MORE,Watched Lil Nas X - MONTERO (tradução/ legendado) call me by your name,2021-05-28 01:54:03.780
383,Max Legendas,Watched Lil Nas X - Montero (Call Me By Your Name) (Tradução) (Legendado) (Clipe Oficial),2021-05-28 01:50:51.376
384,Melanie Martinez's Gingerbread Bear,Watched Melanie Martinez The Voice Blind Audition - Toxic,2021-05-28 01:44:33.203
385,John Black,Watched Augmented Reality Surgery Demonstration Cleveland Mediview,2021-05-27 00:35:26.215
386,John Black,Watched MediScout Collaborative Ultrasound Platform powered by MediView,2021-05-27 00:34:57.558
387,Invento na Hora,Watched ENCHI MINHA MÃE DE PRESENTES,2021-05-26 05:29:47.630
388,Sunaika Bruna,Watched TÔ GRÁVIDA DE NOVO!!! *trollei o Lucas*,2021-05-26 02:47:01.116
389,BraxKo,Watched Playbook AR - Livros com realidade aumentada,2021-05-25 18:18:39.315
390,John Black,Watched Augmented Reality Surgery Demonstration Cleveland Mediview,2021-05-25 18:15:52.331
391,IKEA Egypt,Watched Place IKEA furniture in your home with augmented reality,2021-05-25 18:12:00.962
392,timetraveler augmented,Watched Timetraveler The Berlin Wall App,2021-05-25 18:09:07.913
393,Pima Paramedics,Watched How to Intubate for Paramedics - Andrea Herbert MD (Lecture),2021-05-25 17:54:52.199
394,Rodrigo TeORiA,Watched Supletivo DH - Metabase,2021-05-25 15:18:16.604
395,Estadão,"Watched Testamos o Google Glass: afinal, para que ele serve?",2021-05-25 15:14:15.988
396,Canaltech,"Watched Google Glass, ele está entre nós! [Análise]",2021-05-25 15:14:13.996
397,Inventores do Futuro,Watched Apple Vai Lançar Óculos Inteligente de Realidade Aumentada (Apple Glass),2021-05-25 15:14:07.653
398,Canaltech,Watched Por que o Google Glass deu errado? [CT Responde],2021-05-25 15:01:08.522
399,História Contada,Watched Muro de Berlim: Resumo completo (Assista o vídeo atualizado - link na descrição),2021-05-25 14:08:14.827
400,Editora Sei,Watched Figuras geométricas tridimensionais,2021-05-25 13:53:40.929
401,Tuy e Biel,Watched Tour pelo meu corpo SINCERONA!,2021-05-25 06:32:06.109
402,Tuy e Biel,Watched O corpo que meu namorado gosta é diferente do meu,2021-05-25 06:24:23.001
403,Gran Cursos Online - Concursos Públicos,Watched Concurso TJ SP: Mais da metade da prova já é sua! - Abertura com Prof. Vandré Amorim,2021-05-25 00:28:48.434
404,FACHUSC,Watched SME 2021.1 ABERTURA,2021-05-24 23:33:55.921
405,adsense,Watched https://www.youtube.com/watch?v=BD4ZfEpkG9k,2021-05-24 22:09:03.620
406,Rodrigo TeORiA,Watched Supletivo DH - Metabase,2021-05-24 22:07:31.104
407,Dev Aprender,Watched Curso SQL Completo 2019 [Iniciantes] + Desafios + Muita Prática,2021-05-24 07:59:39.632
408,AI Girls Comunidade,Watched Como NÃO fazer visualização de dados - Luiza Araújo,2021-05-24 06:50:04.074
409,The Noite com Danilo Gentili,Watched The Noite (01/06/15) - Entrevista com Mario Sérgio Cortella,2021-05-23 07:33:11.200
410,Sabedoria Poderosa,Watched BIOLIONÁRIOS - Ricardo Geromel | ÁudioBook Completo,2021-05-23 07:29:07.845
411,Polaris Podcast,Watched Palestra: Ricardo Geromel - Dos Bilionários da Forbes à compra de um time do The Strikers,2021-05-23 07:28:12.539
412,The Noite com Danilo Gentili,"Watched Danilo Gentili entrevista Ricardo Geromel, especialista em bilionários",2021-05-23 07:04:46.546
413,The Noite com Danilo Gentili,Watched The Noite 15/04/14 - Ricardo Geromel e Hungria Hip-Hop (íntegra),2021-05-23 07:04:11.336
414,Monja Coen,"Watched Eu e o Outro, Unidade e Harmonia nos Relacionamentos | Monja Coen | Palestra #20 | Zen Budismo",2021-05-23 06:46:59.017
415,Monja Coen,Watched Ouvir e entender: expansão da mente no caminho iluminado | Monja Coen | Palestra #31 | Zen Budismo,2021-05-23 06:46:30.799
416,Monja Coen,Watched Como conviver com pessoas que nos fazem mal? | Monja Coen Responde | Zen Budismo,2021-05-23 06:44:08.736
417,Manual do Mundo,Watched CARRO que anda SEM MOTORISTA? #Boravê 🔵Manual do Mundo,2021-05-23 05:23:36.376
418,BraxKo,Watched Playbook AR - Livros com realidade aumentada,2021-05-23 05:17:19.525
419,BraxKo,Watched AR textbook - Livro escolar com realidade aumentada,2021-05-23 05:15:55.467
420,GameTrailers,Watched Microsoft HoloLens 2 Introduction Video,2021-05-23 05:09:41.981
421,medVR VR & AR Symposium and Hackathon in Healthcare,Watched AR Operating Suite Experience at the Cleveland Clinic,2021-05-23 05:06:57.274
422,John Black,Watched Augmented Reality Surgery Demonstration Cleveland Mediview,2021-05-23 05:02:43.870
423,"Max Feinstein, MD","Watched Vital signs monitoring for anesthesiologists, explained",2021-05-23 05:01:54.761
424,"資生堂 Shiseido Co., Ltd.",Watched First in Japan. Next Generation Cosmetics Counter With Digital Counseling Mirror｜SHISEIDO,2021-05-23 04:48:11.019
425,IKEA Egypt,Watched Place IKEA furniture in your home with augmented reality,2021-05-23 04:45:17.730
426,IKEA,Watched Place IKEA furniture in your home with augmented reality,2021-05-23 04:43:59.565
427,timetraveler augmented,Watched Timetraveler The Berlin Wall App,2021-05-23 04:40:59.432
428,Bóson Treinamentos,Watched O que são Subconsultas SQL (Subqueries) em Bancos de Dados,2021-05-21 22:01:35.947
429,Rodrigo TeORiA,Watched Supletivo DH - Metabase,2021-05-21 18:32:14.521
430,EU FICO LOKO,Watched GAEL - PROGRAMA EU FICO LOKO #94,2021-05-21 05:29:35.044
431,Tuy e Biel,Watched Tour pelo meu corpo SINCERONA!,2021-05-21 05:28:43.460
432,Ciências Express,Watched Cérebro - ( human brain augmented reality ) Realidade aumentada na Educação,2021-05-21 02:47:03.371
433,Invento na Hora,Watched Chegou o MONSTRO DOS MONSTROS 😱 O melhor monitor de todos!,2021-05-19 05:15:28.826
434,Bluesoft Labs,Watched Metabase | Wagner Alves | Papo Reto | T3E11,2021-05-19 02:36:09.478
435,EscolhaSegura,Watched ENTENDA TUDO sobre LAVA E SECA e LAVADORAS DE ABERTURA FRONTAL!,2021-05-19 02:04:45.831
436,adsense,Watched https://www.youtube.com/watch?v=aVmNWiNEiXs,2021-05-18 17:44:54.776
437,GP na GRADE,Watched F1 ESPANHA 2021 MELHORES MOMENTOS BAND HIGHLIGHTS,2021-05-18 17:44:49.745
438,Flagamer,Watched Monza - A história do circuito mais RÁPIDO da Fórmula 1 | Por Dentro dos circuitos S04E06,2021-05-18 17:39:12.937
439,BOTECO F1,Watched As 7 PISTAS mais INCRÍVEIS da FÓRMULA 1 🏎🌎😍,2021-05-18 17:35:50.902
440,Record News,Watched AO VIVO: Acompanhe a programação da Record News,2021-05-18 15:11:30.152
441,Teen House,Watched *URGENTE* Esposa de Mc Kevin se pronuncia em velório,2021-05-18 14:40:45.576
442,Bóson Treinamentos,Watched 23 - T-SQL - OUTER JOINS - LEFT e RIGHT - Selecionar dados de várias tabelas - SQL Server,2021-05-18 00:32:11.320
443,Projeto Motor,Watched Detalhes do ACIDENTE DE AYRTON SENNA e as repercussões de Imola,2021-05-17 14:21:52.943
444,Nosso Serta,Watched Acidente Ayrton Senna 4K 120fps Slow Motion (1994),2021-05-17 14:18:13.176
445,Canal Nostalgia,Watched AYRTON SENNA - Nostalgia,2021-05-17 08:23:11.982
446,Sie Entertainment,Watched Fórmula 1 | GP da Alemanha (2000) [COMPLETO],2021-05-17 06:18:12.590
447,MANUAL DO PILOTO RUIM,Watched RESUMÃO DO GP DO BAHREIN NA F1!,2021-05-17 06:05:49.253
448,MANUAL DO PILOTO RUIM,Watched RESUMÃO DO GP DE BARCELONA NA F1!,2021-05-17 05:59:25.318
449,MANUAL DO PILOTO RUIM,Watched O QUE FALTOU NA 3ª TEMPORADA DE DRIVE TO SURVIVE,2021-05-17 05:47:34.967
450,MANUAL DO PILOTO RUIM,Watched AYRTON SENNA VS ALAIN PROST: A MAIOR RIVALIDADE DA HISTÓRIA DO ESPORTE!,2021-05-17 05:39:59.894
451,MANUAL DO PILOTO RUIM,Watched QUEM SERÁ O NOVO HAMILTON NA F1?,2021-05-17 05:34:56.974
452,MANUAL DO PILOTO RUIM,Watched AS MAIORES RIVALIDADES NA F1 EM 2021!,2021-05-17 05:26:48.005
453,MANUAL DO PILOTO RUIM,Watched ENTENDA DE UMA VEZ POR TODAS AS BANDEIRAS NA FORMULA 1,2021-05-17 05:22:22.537
454,MANUAL DO PILOTO RUIM,"Watched ENTENDA DE UMA VEZ POR TODAS AS OS PNEUS NA FORMULA 1 (JEITO FÁCIL, RÁPIDO E ENGRAÇADO😂😂)",2021-05-17 05:15:04.077
455,We Wear,Watched Entendendo o Básico da F1,2021-05-17 05:04:19.239
